DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,Id,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,Year,YearText,WashingtoniansAffectedRange,BreachLifecycleRange,DaysToContainBreach,DaysToIdentifyBreach,DaysBreachLifecycle,DiscoveredInProgress,DaysOfExposure,DaysElapsedBetweenEndAndDiscovery,EndedOnDayDiscovered,DaysElapsedBeforeNotification,DaysOfExposureRange
01/22/2020 12:00:00 AM,04/17/2020 12:00:00 AM,Cyberattack,01/22/2020 12:00:00 AM,01/24/2020 12:00:00 AM,Ambry Genetics Corporation,10544,Phishing,2152,Health,,2020,2020,"1,000-9,999",Jan-99,2,0,2,TRUE,2,,FALSE,86,Jan-99
01-01-20 0:00,04/20/2020 12:00:00 AM,Cyberattack,03-07-19 0:00,02/13/2020 12:00:00 AM,"Kandy Pens, Inc.",10545,Malware,1112,Business,Retail,2020,2020,"1,000-9,999",300-399,43,300,343,TRUE,343,,FALSE,110,300-399
10-08-19 0:00,04/20/2020 12:00:00 AM,Cyberattack,09-07-19 0:00,10-08-19 0:00,"Volusion, LLC",10546,Malware,14111,Business,Web Services,2020,2020,"10,000-49,999",Jan-99,0,31,31,TRUE,31,,TRUE,195,Jan-99
01-06-20 0:00,05-07-20 0:00,Theft or Mistake,11/23/2019 12:00:00 AM,01-06-20 0:00,"Principal Financial Services, Inc.",10547,,583,Finance,,2020,2020,500-999,Jan-99,0,44,44,TRUE,44,,TRUE,122,Jan-99
03/26/2020 12:00:00 AM,05-07-20 0:00,Unauthorized Access,12-03-19 0:00,,Atria Wealth Solutions,10548,,574,Finance,,2020,2020,500-999,Unknown,,114,,FALSE,,,FALSE,42,Unknown
04-11-20 0:00,05-11-20 0:00,Cyberattack,04-06-20 0:00,04-12-20 0:00,Magellan Health Inc.,10549,Ransomware,5119,Health,,2020,2020,"1,000-9,999",Jan-99,1,5,6,TRUE,6,,FALSE,30,Jan-99
02/24/2020 12:00:00 AM,05/21/2020 12:00:00 AM,Unauthorized Access,,,Capital Accounting & Tax,10550,,1277,Finance,,2020,2020,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,87,Unknown
05/15/2020 12:00:00 AM,05/22/2020 12:00:00 AM,Cyberattack,,,"Mathway, LLC",10551,,,Business,Other,2020,2020,Unknown,Unknown,,,,FALSE,,,FALSE,7,Unknown
04/28/2020 12:00:00 AM,05/27/2020 12:00:00 AM,Unauthorized Access,10/30/2019 12:00:00 AM,01/14/2020 12:00:00 AM,"Car Wash Partners, Inc.",10552,,805,Business,Cleaning,2020,2020,500-999,100-199,0,181,181,FALSE,76,105,FALSE,29,Jan-99
05/15/2020 12:00:00 AM,05/27/2020 12:00:00 AM,Unauthorized Access,05-06-20 0:00,,"Minted, LLC",10553,,68900,Business,Retail,2020,2020,"50,000-999,999",Unknown,,9,,FALSE,,,FALSE,12,Unknown
01/15/2020 12:00:00 AM,05/29/2020 12:00:00 AM,Unauthorized Access,12/18/2019 12:00:00 AM,12/18/2019 12:00:00 AM,Swedish Health Services,10554,,12573,Health,,2020,2020,"10,000-49,999",Jan-99,0,28,28,FALSE,0,28,FALSE,135,0
12/26/2018 12:00:00 AM,06-03-20 0:00,Cyberattack,11-11-16 0:00,02/16/2017 12:00:00 AM,Bombas LLC,10555,Malware,2313,Business,Clothing,2020,2020,"1,000-9,999",500+,0,775,775,FALSE,97,678,FALSE,525,Jan-99
05-11-20 0:00,06-10-20 0:00,Unauthorized Access,01-12-20 0:00,01-12-20 0:00,"Zoosk, Inc.",10556,,115158,Business,Software,2020,2020,"50,000-999,999",100-199,0,120,120,FALSE,0,120,FALSE,30,0
10/30/2018 12:00:00 AM,11/30/2018 12:00:00 AM,Cyberattack,08/15/2014 12:00:00 AM,09/15/2018 12:00:00 AM,Ontario Inc.,10558,,540,Business,Retail,2019,2019,500-999,500+,0,1537,1537,FALSE,1492,45,FALSE,31,500+
03-04-19 0:00,04-05-19 0:00,Cyberattack,10/29/2018 12:00:00 AM,03-04-19 0:00,AeroGrow International Inc.,10559,Malware,667,Business,Manufacturing,2019,2019,500-999,100-199,0,126,126,TRUE,126,,TRUE,32,100-199
03/13/2019 12:00:00 AM,04/15/2019 12:00:00 AM,Cyberattack,03/13/2019 12:00:00 AM,03/13/2019 12:00:00 AM,Housing Authority of Thurston County,10560,Ransomware,25357,Non-Profit/Charity,,2019,2019,"10,000-49,999",0,0,0,0,TRUE,0,,TRUE,33,0
04/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,Unauthorized Access,05-01-19 0:00,11/30/2019 12:00:00 AM,Providence Health Plan,10561,,3324,Health,,2020,2020,"1,000-9,999",300-399,0,352,352,FALSE,213,139,FALSE,60,200-299
05/14/2020 12:00:00 AM,06/25/2020 12:00:00 AM,Unauthorized Access,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,"BlockFi, Inc.",10563,,696,Business,Cryptocurrency,2020,2020,500-999,0,0,0,0,TRUE,0,,TRUE,42,0
06-06-20 0:00,07-06-20 0:00,Unauthorized Access,06-06-20 0:00,06-06-20 0:00,AARP.org,10564,,1456,Non-Profit/Charity,,2020,2020,"1,000-9,999",0,0,0,0,TRUE,0,,TRUE,30,0
05/20/2020 12:00:00 AM,07-07-20 0:00,Cyberattack,,,Federal Home Loan Mortgage Corporation (Freddie Mac),10565,Ransomware,596,Government,,2020,2020,500-999,Unknown,,,,FALSE,,,FALSE,48,Unknown
06-11-20 0:00,07-08-20 0:00,Cyberattack,04-07-20 0:00,06-12-20 0:00,"Claire's Stores, Inc.",10566,Malware,1166,Business,Retail,2020,2020,"1,000-9,999",Jan-99,1,65,66,TRUE,66,,FALSE,27,Jan-99
04-01-20 0:00,07-09-20 0:00,Cyberattack,04-01-20 0:00,06/30/2020 12:00:00 AM,Boeing Emlpoyees' Credit Union,10567,Skimmers,4883,Finance,,2020,2020,"1,000-9,999",Jan-99,90,0,90,TRUE,90,,FALSE,99,Jan-99
06-10-20 0:00,07-09-20 0:00,Cyberattack,05/24/2020 12:00:00 AM,06-08-20 0:00,"Collabera, Inc.",10568,Ransomware,,Business,Professional Services,2020,2020,Unknown,Jan-99,0,17,17,FALSE,15,2,FALSE,29,Jan-99
06-09-20 0:00,07-10-20 0:00,Unauthorized Access,06-06-20 0:00,06-10-20 0:00,"Fetch Rewards, Inc.",10569,,128598,Business,Retail,2020,2020,"50,000-999,999",Jan-99,1,3,4,TRUE,4,,FALSE,31,Jan-99
,07-10-20 0:00,Unauthorized Access,,,Morgan Stanley,10570,,401246,Finance,,2020,2020,"50,000-999,999",Unknown,,,,FALSE,,,FALSE,,Unknown
,07/14/2020 12:00:00 AM,Cyberattack,02/16/2017 12:00:00 AM,05/20/2020 12:00:00 AM,"Merani Hospitality, Inc.",10571,Skimmers,,Business,Hospitality,2020,2020,Unknown,Unknown,,,,FALSE,1189,,FALSE,,500+
06/16/2020 12:00:00 AM,07/16/2020 12:00:00 AM,Unauthorized Access,05/28/2020 12:00:00 AM,06-02-20 0:00,"Gonzales, Gonzales, & Gonzales Immigration Law Offices",10572,,1098,Business,Legal,2020,2020,"1,000-9,999",Jan-99,0,19,19,FALSE,5,14,FALSE,30,Jan-99
05-01-20 0:00,07/21/2020 12:00:00 AM,Cyberattack,02-11-20 0:00,,City Ministries,10573,Phishing,533,Non-Profit/Charity,,2020,2020,500-999,Unknown,,80,,FALSE,,,FALSE,81,Unknown
06/16/2018 12:00:00 AM,07/27/2018 12:00:00 AM,Cyberattack,04-01-08 0:00,01-01-09 0:00,Yale University,10575,,1742,Education,,2019,2019,"1,000-9,999",500+,0,3728,3728,FALSE,275,3453,FALSE,41,200-299
06/14/2018 12:00:00 AM,08-03-18 0:00,Cyberattack,03/28/2018 12:00:00 AM,04/13/2018 12:00:00 AM,Colorado Bankers Life Insurance Company,10576,Phishing,956,Finance,,2019,2019,500-999,Jan-99,0,78,78,FALSE,16,62,FALSE,50,Jan-99
08/16/2018 12:00:00 AM,08/22/2018 12:00:00 AM,Cyberattack,11-03-17 0:00,01-02-18 0:00,Cheddar's Scratch Kitchen,10577,,,Business,Hospitality,2019,2019,Unknown,200-299,0,286,286,FALSE,60,226,FALSE,6,Jan-99
06-01-18 0:00,08/29/2018 12:00:00 AM,Cyberattack,06-01-16 0:00,07-09-18 0:00,LILLEbaby,10578,Malware,1557,Business,Accessories,2019,2019,"1,000-9,999",500+,38,730,768,TRUE,768,,FALSE,89,500+
06-12-18 0:00,09-12-18 0:00,Unauthorized Access,,06-12-18 0:00,Skagit Bancorp Inc.,10579,,519,Finance,,2019,2019,500-999,Unknown,0,,,TRUE,,,TRUE,92,Unknown
05/22/2018 12:00:00 AM,10-05-18 0:00,Unauthorized Access,05/22/2018 12:00:00 AM,,Rebound Orthopedics & Neurosurgery,10580,,1607,Health,,2019,2019,"1,000-9,999",Unknown,,0,,FALSE,,,FALSE,136,Unknown
06/13/2018 12:00:00 AM,10/18/2018 12:00:00 AM,Cyberattack,06-05-18 0:00,06/13/2018 12:00:00 AM,Renaissance Philanthropic Solutions Group,10582,Phishing,609,Business,Professional Services,2019,2019,500-999,Jan-99,0,8,8,TRUE,8,,TRUE,127,Jan-99
09-12-18 0:00,10/22/2018 12:00:00 AM,Cyberattack,08/26/2018 12:00:00 AM,08/29/2018 12:00:00 AM,Challenger Sports Inc.,10583,,516,Business,Clothing,2019,2019,500-999,Jan-99,0,17,17,FALSE,3,14,FALSE,40,Jan-99
10-01-18 0:00,10/25/2018 12:00:00 AM,Cyberattack,07-07-17 0:00,10-02-18 0:00,GS1 US Inc.,10584,,2384,Non-Profit/Charity,,2019,2019,"1,000-9,999",400-499,1,451,452,TRUE,452,,FALSE,24,400-499
10-09-18 0:00,11-05-18 0:00,Theft or Mistake,10-09-18 0:00,10-09-18 0:00,Nordstrom Inc.,10587,,13442,Business,Retail,2019,2019,"10,000-49,999",0,0,0,0,TRUE,0,,TRUE,27,0
09/25/2018 12:00:00 AM,11-06-18 0:00,Cyberattack,05/27/2018 12:00:00 AM,08/13/2018 12:00:00 AM,"Southwest Washington Regional Surgery Center, LLC",10588,Phishing,1690,Health,,2019,2019,"1,000-9,999",100-199,0,121,121,FALSE,78,43,FALSE,42,Jan-99
08-01-18 0:00,11-07-18 0:00,Unauthorized Access,12-06-17 0:00,02/25/2018 12:00:00 AM,"Unified Trust Company, N.A.",10589,,1196,Finance,,2019,2019,"1,000-9,999",200-299,0,238,238,FALSE,81,157,FALSE,98,Jan-99
09/20/2018 12:00:00 AM,11-09-18 0:00,Cyberattack,12-06-17 0:00,06/27/2018 12:00:00 AM,Thesy LLC,10590,Malware,5907,Business,Retail,2019,2019,"1,000-9,999",200-299,0,288,288,FALSE,203,85,FALSE,50,200-299
08-06-18 0:00,11-12-18 0:00,Cyberattack,12/28/2017 12:00:00 AM,07-09-18 0:00,"Title Nine Sports, Inc.",10591,Malware,4837,Business,Clothing,2019,2019,"1,000-9,999",200-299,0,221,221,FALSE,193,28,FALSE,98,100-199
09/27/2018 12:00:00 AM,11-12-18 0:00,Unauthorized Access,,,Collier Heggerness & Bronk CPA's PS Inc.,10592,,2194,Business,Professional Services,2019,2019,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,46,Unknown
08-06-18 0:00,11/13/2018 12:00:00 AM,Cyberattack,12/28/2017 12:00:00 AM,07-09-18 0:00,Stein Mart Inc.,10593,Malware,680,Business,Retail,2019,2019,500-999,200-299,0,221,221,FALSE,193,28,FALSE,99,100-199
09/17/2018 12:00:00 AM,11/13/2018 12:00:00 AM,Unauthorized Access,05-11-18 0:00,07-06-18 0:00,"Pharmacy Times Office of Continuing Professional Education, LLC",10594,,797,Education,,2019,2019,500-999,100-199,0,129,129,FALSE,56,73,FALSE,57,Jan-99
09/18/2018 12:00:00 AM,11/15/2018 12:00:00 AM,Cyberattack,08/13/2018 12:00:00 AM,09/19/2018 12:00:00 AM,Newegg Inc.,10595,Malware,5931,Business,Retail,2019,2019,"1,000-9,999",Jan-99,1,36,37,TRUE,37,,FALSE,58,Jan-99
10-05-18 0:00,11/15/2018 12:00:00 AM,Cyberattack,09-04-18 0:00,10-05-18 0:00,HealthEquity Inc.,10596,Phishing,27175,Health,,2019,2019,"10,000-49,999",Jan-99,0,31,31,TRUE,31,,TRUE,41,Jan-99
11-05-18 0:00,11/16/2018 12:00:00 AM,Cyberattack,10-01-18 0:00,10/31/2018 12:00:00 AM,Washington State Employees Credit Union,10597,Skimmers,2560,Finance,,2019,2019,"1,000-9,999",Jan-99,0,35,35,FALSE,30,5,FALSE,11,Jan-99
11-01-18 0:00,11/16/2018 12:00:00 AM,Cyberattack,11-01-18 0:00,11-01-18 0:00,LPL Financial LLC,10598,,8127,Finance,,2019,2019,"1,000-9,999",0,0,0,0,TRUE,0,,TRUE,15,0
11-08-18 0:00,11/19/2018 12:00:00 AM,Cyberattack,12/28/2017 12:00:00 AM,07-09-18 0:00,Francesca's Services Corporation,10599,Malware,1148,Business,Retail,2019,2019,"1,000-9,999",300-399,0,315,315,FALSE,193,122,FALSE,11,100-199
09-05-18 0:00,11/21/2018 12:00:00 AM,Cyberattack,08/21/2018 12:00:00 AM,09-05-18 0:00,British Airways PLC,10600,Malware,1588,Business,Transportation,2019,2019,"1,000-9,999",Jan-99,0,15,15,TRUE,15,,TRUE,77,Jan-99
08/22/2018 12:00:00 AM,11/27/2018 12:00:00 AM,Cyberattack,08-01-17 0:00,09/30/2018 12:00:00 AM,Burgerville LLC,10601,Malware,,Business,Hospitality,2019,2019,Unknown,400-499,39,386,425,TRUE,425,,FALSE,97,400-499
10/14/2018 12:00:00 AM,11/27/2018 12:00:00 AM,Theft or Mistake,10/14/2018 12:00:00 AM,10/14/2018 12:00:00 AM,Washington State Patrol,10602,,1171,Government,,2019,2019,"1,000-9,999",0,0,0,0,TRUE,0,,TRUE,44,0
08-10-18 0:00,12-05-18 0:00,Cyberattack,02-05-18 0:00,08/21/2018 12:00:00 AM,San Diego Hardware,10604,Malware,604,Business,Home,2019,2019,500-999,100-199,11,186,197,TRUE,197,,FALSE,117,100-199
05-02-18 0:00,12-07-18 0:00,Cyberattack,,,Titan Manufacturing and Distributing Inc.,10605,Malware,1838,Business,Manufacturing,2019,2019,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,219,Unknown
12/20/2018 12:00:00 AM,12/26/2018 12:00:00 AM,Cyberattack,08-05-18 0:00,11/16/2018 12:00:00 AM,Bel USA LLC,10606,Malware,1553,Business,Retail,2019,2019,"1,000-9,999",100-199,0,137,137,FALSE,103,34,FALSE,6,100-199
09/14/2018 12:00:00 AM,12/31/2018 12:00:00 AM,Cyberattack,06-07-18 0:00,09/24/2018 12:00:00 AM,Aimbridge Hospitality Holdings LLC,10607,Phishing,647,Business,Hospitality,2019,2019,500-999,100-199,10,99,109,TRUE,109,,FALSE,108,100-199
08/17/2018 12:00:00 AM,01-09-19 0:00,Cyberattack,08/15/2017 12:00:00 AM,01-04-19 0:00,A&A Global Imports Inc.,10609,Malware,2783,Business,Manufacturing,2019,2019,"1,000-9,999",500+,140,367,507,TRUE,507,,FALSE,145,500+
12/19/2018 12:00:00 AM,01/18/2019 12:00:00 AM,Cyberattack,07/19/2018 12:00:00 AM,12-12-18 0:00,"Pharmaca Integrative Pharmacy, LLC",10611,Malware,,Business,Cosmetic,2019,2019,Unknown,100-199,0,153,153,FALSE,146,7,FALSE,30,100-199
12/20/2018 12:00:00 AM,01/30/2019 12:00:00 AM,Unauthorized Access,11-01-18 0:00,11/15/2018 12:00:00 AM,Image-I-Nation Technologies Inc.,10612,,3695,Business,Software,2019,2019,"1,000-9,999",Jan-99,0,49,49,FALSE,14,35,FALSE,41,Jan-99
01/25/2019 12:00:00 AM,02-12-19 0:00,Cyberattack,02-01-18 0:00,01-01-19 0:00,Stanwich Mortgage Loan Trust,10613,,702,Finance,,2019,2019,500-999,300-399,0,358,358,FALSE,334,24,FALSE,18,300-399
12/14/2018 12:00:00 AM,02/14/2019 12:00:00 AM,Cyberattack,02-02-18 0:00,11/20/2018 12:00:00 AM,North 40 Outfitters,10614,,2632,Business,Retail,2019,2019,"1,000-9,999",300-399,0,315,315,FALSE,291,24,FALSE,62,200-299
01-07-19 0:00,02/22/2019 12:00:00 AM,Theft or Mistake,01-07-19 0:00,01-07-19 0:00,Seattle Housing Authority,10616,,720,Non-Profit/Charity,,2019,2019,500-999,0,0,0,0,TRUE,0,,TRUE,46,0
01-09-19 0:00,03-07-19 0:00,Cyberattack,01-09-19 0:00,,Columbia Surgical Specialists,10617,Ransomware,131260,Health,,2019,2019,"50,000-999,999",Unknown,,0,,FALSE,,,FALSE,57,Unknown
06/14/2018 12:00:00 AM,03-12-19 0:00,Cyberattack,01-08-18 0:00,08-07-18 0:00,ABM Industries Incorporated,10618,Phishing,846,Business,Other,2019,2019,500-999,200-299,54,157,211,TRUE,211,,FALSE,271,200-299
12/14/2018 12:00:00 AM,03/15/2019 12:00:00 AM,Cyberattack,12-07-18 0:00,12-07-18 0:00,flexPath Strategies LLC,10619,Phishing,1398,Business,Professional Services,2019,2019,"1,000-9,999",Jan-99,0,7,7,FALSE,0,7,FALSE,91,0
02/17/2019 12:00:00 AM,04-02-19 0:00,Unauthorized Access,12-01-18 0:00,12/31/2018 12:00:00 AM,New Bit Ventures Ltd. (Coinmama.com),10621,,1221,Business,Cryptocurrency,2019,2019,"1,000-9,999",Jan-99,0,78,78,FALSE,30,48,FALSE,44,Jan-99
02/20/2019 12:00:00 AM,04-05-19 0:00,Cyberattack,,,Archbright,10622,Phishing,1568,Business,Human Resources,2019,2019,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,44,Unknown
08/21/2018 12:00:00 AM,04-03-19 0:00,Unauthorized Access,05-08-18 0:00,05-08-18 0:00,Jobscience Inc.,10624,,1787,Business,Software,2019,2019,"1,000-9,999",100-199,0,105,105,FALSE,0,105,FALSE,225,0
03/28/2019 12:00:00 AM,04/23/2019 12:00:00 AM,Theft or Mistake,03/26/2019 12:00:00 AM,03/26/2019 12:00:00 AM,Seattle University,10626,,2064,Education,,2019,2019,"1,000-9,999",Jan-99,0,2,2,FALSE,0,2,FALSE,26,0
04-03-19 0:00,04/26/2019 12:00:00 AM,Cyberattack,07-04-18 0:00,02/16/2019 12:00:00 AM,"Lancaster Archery Supply, Inc.",10627,,1151,Business,Fitness,2019,2019,"1,000-9,999",200-299,0,273,273,FALSE,227,46,FALSE,23,200-299
08-06-18 0:00,04/26/2019 12:00:00 AM,Unauthorized Access,,,Port of Seattle,10628,,3357,Government,,2019,2019,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,263,Unknown
05-07-19 0:00,05-09-19 0:00,Cyberattack,02-12-19 0:00,03/26/2019 12:00:00 AM,Sage Advisors LLC,10629,Phishing,1026,Business,Professional Services,2019,2019,"1,000-9,999",Jan-99,0,84,84,FALSE,42,42,FALSE,2,Jan-99
12-11-18 0:00,05-10-19 0:00,Unauthorized Access,,12-11-18 0:00,Oklahoma Department of Securities,10630,,2793,Government,,2019,2019,"1,000-9,999",Unknown,0,,,TRUE,,,TRUE,150,Unknown
05/14/2019 12:00:00 AM,05/21/2019 12:00:00 AM,Cyberattack,05/14/2019 12:00:00 AM,05/14/2019 12:00:00 AM,Service Linen Supply,10631,,1210,Business,Cleaning,2019,2019,"1,000-9,999",0,0,0,0,TRUE,0,,TRUE,7,0
04-02-19 0:00,05/22/2019 12:00:00 AM,Cyberattack,12/14/2018 12:00:00 AM,03/22/2019 12:00:00 AM,Georgia Institute of Technology,10632,Other,8577,Education,,2019,2019,"1,000-9,999",100-199,0,109,109,FALSE,98,11,FALSE,50,Jan-99
04/25/2019 12:00:00 AM,05/24/2019 12:00:00 AM,Unauthorized Access,01-03-19 0:00,01-03-19 0:00,National Wildlife Federation,10633,,1564,Non-Profit/Charity,,2019,2019,"1,000-9,999",100-199,0,112,112,FALSE,0,112,FALSE,29,0
03/26/2019 12:00:00 AM,05/24/2019 12:00:00 AM,Cyberattack,12/29/2017 12:00:00 AM,03/13/2019 12:00:00 AM,"Drury Hotels Company, LLC",10634,,,Business,Hospitality,2019,2019,Unknown,400-499,0,452,452,FALSE,439,13,FALSE,59,400-499
04/16/2019 12:00:00 AM,05/28/2019 12:00:00 AM,Cyberattack,04-01-19 0:00,04-01-19 0:00,Mediant Communications Inc.,10635,Other,6306,Business,Telecommunications,2019,2019,"1,000-9,999",Jan-99,0,15,15,FALSE,0,15,FALSE,42,0
03/20/2019 12:00:00 AM,06-03-19 0:00,Cyberattack,08-01-18 0:00,03/30/2019 12:00:00 AM,Retrieval Masters Creditors Bureau Inc.,10636,,33480,Business,Professional Services,2019,2019,"10,000-49,999",200-299,10,231,241,TRUE,241,,FALSE,75,200-299
04/26/2019 12:00:00 AM,06-03-19 0:00,Theft or Mistake,,,Washington Department of Health,10637,,1336,Government,,2019,2019,"1,000-9,999",Unknown,,,,FALSE,,,FALSE,38,Unknown
05/21/2019 12:00:00 AM,06-06-19 0:00,Unauthorized Access,,04-03-19 0:00,Acrisure LLC,10638,,1295,Business,Human Resources,2019,2019,"1,000-9,999",Unknown,0,,,FALSE,,48,FALSE,16,Unknown
04/24/2019 12:00:00 AM,06-07-19 0:00,Cyberattack,11-01-18 0:00,04/29/2019 12:00:00 AM,Princess Polly Group Pty Ltd,10639,,2290,Business,Clothing,2019,2019,"1,000-9,999",100-199,5,174,179,TRUE,179,,FALSE,44,100-199
05-02-19 0:00,06-07-19 0:00,Cyberattack,09/27/2016 12:00:00 AM,03/16/2019 12:00:00 AM,Darwin's Natural Pet Products,10640,,1787,Business,Consumable,2019,2019,"1,000-9,999",500+,0,947,947,FALSE,900,47,FALSE,36,500+
04/24/2019 12:00:00 AM,06/21/2019 12:00:00 AM,Cyberattack,08/25/2010 12:00:00 AM,,Dominion Dental Services Inc.,10641,,34455,Health,,2019,2019,"10,000-49,999",Unknown,,3164,,FALSE,,,FALSE,58,Unknown
06-03-19 0:00,07-02-19 0:00,Cyberattack,,,Backcountry Edge,10642,,566,Business,Retail,2019,2019,500-999,Unknown,,,,FALSE,,,FALSE,29,Unknown
06/24/2019 12:00:00 AM,07-03-19 0:00,Cyberattack,06/14/2019 12:00:00 AM,06/17/2019 12:00:00 AM,Riggs Wealth Management,10643,Phishing,1205,Finance,,2019,2019,"1,000-9,999",Jan-99,0,10,10,FALSE,3,7,FALSE,9,Jan-99
05/14/2019 12:00:00 AM,07/13/2019 12:00:00 AM,Cyberattack,08-01-18 0:00,03/30/2019 12:00:00 AM,Laboratory Corporation of America Holdings (LabCorp),10645,,18330,Health,,2019,2019,"10,000-49,999",200-299,0,286,286,FALSE,241,45,FALSE,60,200-299
05-06-19 0:00,07/15/2019 12:00:00 AM,Cyberattack,05-03-19 0:00,05-06-19 0:00,Northwood Inc.,10646,Phishing,1185,Health,,2019,2019,"1,000-9,999",Jan-99,0,3,3,TRUE,3,,TRUE,70,Jan-99
05/15/2019 12:00:00 AM,07/15/2019 12:00:00 AM,Cyberattack,03/21/2019 12:00:00 AM,,"Clinical Pathology Laboratories, Inc.",10647,Malware,1155,Health,,2019,2019,"1,000-9,999",Unknown,,55,,FALSE,,,FALSE,61,Unknown
05/22/2018 12:00:00 AM,07/13/2018 12:00:00 AM,Cyberattack,04/20/2018 12:00:00 AM,05/22/2018 12:00:00 AM,"ComplyRight, Inc.",10648,,29322,Business,Human Resources,2018,2018,"10,000-49,999",Jan-99,0,32,32,TRUE,32,,TRUE,52,Jan-99
08/28/2019 12:00:00 AM,09-09-19 0:00,Cyberattack,04-01-19 0:00,,The Union Labor Life Insurance Company,10656,Phishing,615,Finance,Other,2020,2020,500-999,Unknown,,149,,FALSE,,,FALSE,12,Unknown
08-07-20 0:00,10-02-20 0:00,Cyberattack,02/26/2020 12:00:00 AM,07/21/2020 12:00:00 AM,PupBox,10682,Malware,1046,Business,Retail,2021,2021,"1,000-9,999",100-199,0,163,163,FALSE,146,17,FALSE,56,100-199
06/14/2021 12:00:00 AM,07/14/2021 12:00:00 AM,Cyberattack,02/22/2021 12:00:00 AM,06/14/2021 12:00:00 AM,"Resort Data Processing, Inc.",10696,Malware,1669,Business,Software,2021,2021,"1,000-9,999",100-199,0,112,112,TRUE,112,,TRUE,30,100-199
02/17/2021 12:00:00 AM,05/28/2021 12:00:00 AM,Cyberattack,02-10-21 0:00,,Osborn Cancer Care,10703,Malware,4305,Health,,2021,2021,"1,000-9,999",Unknown,,7,,FALSE,,,FALSE,100,Unknown
11/30/2020 12:00:00 AM,06/22/2021 12:00:00 AM,Unauthorized Access,09-01-20 0:00,02/28/2021 12:00:00 AM,Made In Oregon,10725,,840,Business,Retail,2021,2021,500-999,100-199,90,90,180,TRUE,180,,FALSE,204,100-199
06-01-21 0:00,07/30/2021 12:00:00 AM,Cyberattack,,,Mandere Construction / Northwestern Building Components,10788,Ransomware,781,Business,Construction,2022,2022,500-999,Unknown,,,,FALSE,,,FALSE,59,Unknown
07-06-21 0:00,08-04-21 0:00,Unauthorized Access,02/19/2021 12:00:00 AM,03/31/2021 12:00:00 AM,Renton Regional Fire Authority,10793,Phishing,1334,Government,,2022,2022,"1,000-9,999",100-199,0,137,137,FALSE,40,97,FALSE,29,Jan-99
05/17/2021 12:00:00 AM,07-12-21 0:00,Cyberattack,05-12-21 0:00,05/26/2021 12:00:00 AM,Clover Park School District,10691,Ransomware,5872,Education,,2021,2021,"1,000-9,999",Jan-99,9,5,14,TRUE,14,,FALSE,56,Jan-99
07-12-21 0:00,08/17/2021 12:00:00 AM,Theft or Mistake,,,"BackNine Insurance and Financial Services, Inc.",10807,,866,Finance,,2022,2022,500-999,Unknown,,,,FALSE,,,FALSE,36,Unknown
06-04-21 0:00,07-08-21 0:00,Unauthorized Access,05/28/2021 12:00:00 AM,06-04-21 0:00,"Forefront Management, LLC and Forefront Dermatology, S.C.",10808,,877,Health,,2021,2021,500-999,Jan-99,0,7,7,TRUE,7,,TRUE,34,Jan-99
04/26/2021 12:00:00 AM,07/13/2021 12:00:00 AM,Cyberattack,,,King County Public Health Hospital District No. 2 Dba Evergreen Health,10813,Malware,20215,Health,,2021,2021,"10,000-49,999",Unknown,,,,FALSE,,,FALSE,78,Unknown
07/16/2020 12:00:00 AM,10/23/2020 12:00:00 AM,Unauthorized Access,07-01-20 0:00,07/16/2020 12:00:00 AM,"Fragomen, Del Rey, Bernsen & Loewy, LLP",10840,,581,Business,Legal,2021,2021,500-999,Jan-99,0,15,15,TRUE,15,,TRUE,99,Jan-99
06/19/2021 12:00:00 AM,07/30/2021 12:00:00 AM,Cyberattack,06/19/2021 12:00:00 AM,06/20/2021 12:00:00 AM,Motor Trend Group LLC,10806,Unclear/unknown,1600,Business,Entertainment,2022,2022,"1,000-9,999",Jan-99,1,0,1,TRUE,1,,FALSE,41,Jan-99
03/20/2021 12:00:00 AM,08/13/2021 12:00:00 AM,Cyberattack,03/16/2021 12:00:00 AM,04/13/2021 12:00:00 AM,Destination Maternity,10843,Ransomware,2237,Business,Retail,2022,2022,"1,000-9,999",Jan-99,24,4,28,TRUE,28,,FALSE,146,Jan-99
06-11-21 0:00,08/23/2021 12:00:00 AM,Cyberattack,11/24/2020 12:00:00 AM,12-09-20 0:00,"American Freight, LLC ",10846,Malware,876,Business,Retail,2022,2022,500-999,100-199,0,199,199,FALSE,15,184,FALSE,73,Jan-99
08/17/2020 12:00:00 AM,08-06-21 0:00,Cyberattack,07/27/2020 12:00:00 AM,08/17/2020 12:00:00 AM,"Ibex Global Solutions, Inc. (“Ibex”)",10841,Ransomware,891,Business,Professional Services,2022,2022,500-999,Jan-99,0,21,21,TRUE,21,,TRUE,354,Jan-99
